Container has 10000 elements
1. "sKJt5AkLHhxXNY", Hash=88; Replacements: 2 (N-O B-j); Result: "sKJt5AkLHhxXOY"
"aW8EjOyt3Bxt7XkAyK", Hash=88.6111; Replacements: 15 (n-110 t-71 R-232 y-153 x-4 9-229 u-84 j-233 f-108 J-50 W-171 K-101 b-211 c-205 k-199); Result: [97 171 56 69 233 79 153 71 51 66 4 71 55 88 199 65 153 101]
"ghOwDgnK6F", Hash=88.5; Replacements: 9 (V-S o-E Z-0 n-U M-I w-o C-2 G-C Q-G); Result: "ghOoDgUK6F"
"xCO 2iWvxwzkSss4t", Hash=94.5294; Replacements: 18 (n-10 p-126 D-244 o-128 v-30 6-146  -237 r-142 C-254 w-224 k-0 A-249 E-101 q-215 M-82 b-202 B-162 a-61); Result: [120 254 79 237 50 105 87 30 120 224 122 0 83 115 115 52 116]
"ubxa2JvPlBUs", Hash=94; Shift: 4; Result: "W&á#§g∆$U7"
"yzIkS", Hash=101.2; Shift: 16; Result: "yzIkS"
"otrMmcQZdqFsBDY", Hash=94.5333; Shift: 6; Result: "€úS[ÿTñ\ë‹êV"
"KbLx3C ymL", Hash=82.5; Replacements: 16 (U-59 v-64 o-225 b-37 Y-63 u-254 l-111 6-102 q-53 H-33  -191 E-219 R-201 0-212 7-70 X-61); Result: [75 37 76 120 51 67 191 121 109 76]
"YyEl", Hash=96.75; Replacements: 11 (l-231 m-29 o-164 c-140 f-118 r-114 1-89 5-197 I-161 D-23 G-101); Result: [89 121 69 231]
"usAbJVSmk9oAp", Hash=92.2308; Shift: 11; Result: "´õ
R≤ök[…{
É"
"BaZMly7zJclKcY D", Hash=86.25; Shift: 1; Result: "Ñ¬¥öÿÚnÙî∆ÿñ∆≤@à"
"W9Io", Hash=82; Shift: 19; Result: "∫…J{"
"Qqkm", Hash=102.5; Shift: 17; Result: "¢‚÷⁄"
"BtFez", Hash=95; Replacements: 15 (A-b U-5 t-i X-w P-A G-H k-q v-  w-4 8-6 V-g z-p R-8 M-L n-T); Result: "BiFep"
"s", Hash=115; Shift: 12; Result: "7"
"ZPfIj9ynIYSO9ySdk6G", Hash=87.1579; Replacements: 17 (B-154 4-194 L-235 d-111 H-135 6-21 c-38 Z-185 k-84 n-219 7-254 I-98 a-166 E-3 w-73 M-138 t-4); Result: [185 80 102 98 106 57 121 219 98 89 83 79 57 121 83 111 84 21 71]
"Iy5DTq5bBIRRbp1IpJi5", Hash=82.1; Replacements: 10 (M-i b-k f-v Q-M F-T i-X s-x O-w l-d y-q); Result: "Iq5DTq5kBIRRkp1IpJX5"
"zp", Hash=117; Replacements: 18 (t-221 j-130 V-176 6-252 H-59 G-145 9-18 P-101 p-188 f-107 g-152 l-175 r-27 w-118 a-199 Q-251 b-46 I-132); Result: [122 188]
"HJgvXJ7jHy9S6rn0DwT", Hash=85.2632; Shift: 15; Result: "$%≥;,%õ5$ºú©97"ª*"
"aIoLJmt", Hash=93.7143; Replacements: 2 (n-96 d-104); Result: [97 73 111 76 74 109 116]
"xYwYOFHNHM4g", Hash=85; Shift: 8; Result: "xYwYOFHNHM4g"
"mAAYNG2oOwTCTWbBh", Hash=83.8824; Shift: 1; Result: "⁄ÇÇ≤úédﬁûÓ®Ü®ÆƒÑ–"
"sAOygu8gagsPQO", Hash=93.8571; Shift: 0; Result: "sAOygu8gagsPQO"
"iAzAhIjEkBGLx5p", Hash=87.6; Replacements: 15 (3-V x-5 C-g 7-k L-o T-O v-L 8-2 i-H U-B 9-b E-e n-F 2-d Q-z); Result: "HAzAhIjekBGo55p"
"mhSvsl6HQ5", Hash=89.7; Replacements: 15 (w-54 F-98 a-164 7-25 Y-223 C-24 B-89 Q-232 y-45 H-138 1-191 k-209 n-228 0-38 K-41); Result: [109 104 83 118 115 108 54 138 232 53]
"w0xh", Hash=97.75; Replacements: 11 (9-48 H-158 V-190 M-136 8-191 k-87 j-216 r-200 i-23 p-29 G-235); Result: [119 48 120 104]
"PoJDGs30Xv", Hash=82.4; Replacements: 4 (x-G 6-3 g-R X-l); Result: "PoJDGs30lv"
"cO5vLdnh2SgLarz", Hash=92.2667; Replacements: 0 (); Result: [99 79 53 118 76 100 110 104 50 83 103 76 97 114 122]
"Kd", Hash=87.5; Shift: 18; Result: "-ë"
"mVSf rljhLLVW5iTnqkH", Hash=90.65; Replacements: 7 (6-K b-M x-P g-h W-S j-e h-b); Result: "mVSf rlebLLVS5iTnqkH"
"bFyyaI4zU", Hash=93.2222; Replacements: 10 (8-24 E-38 C-160 e-58 I-149 M-35 X-84 m-89 Y-157 V-190); Result: [98 70 121 121 97 149 52 122 85]
"P7Ptog8fcuvy", Hash=96.5; Replacements: 18 (2-18 j-210 I-248 Q-175 1-88 e-219 5-171 G-101 q-26 i-107 E-138 p-151 O-185  -198 n-251 a-104 o-3 r-224); Result: [80 55 80 116 3 103 56 102 99 117 118 121]
"IiPs4", Hash=85; Shift: 0; Result: "IiPs4"
"PMU5NOvmxSO9Z", Hash=85.2308; Replacements: 17 (x-A i-N Z-  j-2 k-m C-L b-8 4-O q-W o-d g-g a-Y w-T T-R J-6 I-0 S-h); Result: "PMU5NOvmAhO9 "
"NEfej", Hash=91.2; Replacements: 0 (); Result: [78 69 102 101 106]
"vRkfcQMsoqF", Hash=97.7273; Replacements: 12 (O-23 g-70 i-244 t-199 G-240 A-14 M-141 l-125 p-204 P-27 s-172 5-171); Result: [118 82 107 102 99 81 141 172 111 113 70]
"5lHNqYr8CRYig1fl8u", Hash=86.7222; Replacements: 2 (g-R U-L); Result: "5lHNqYr8CRYiR1fl8u"
"G5XFPCeNEuEHoxkH", Hash=84.0625; Replacements: 4 (0-204 Y-129 T-84 G-200); Result: [200 53 88 70 80 67 101 78 69 117 69 72 111 120 107 72]
"phPfx3", Hash=94.8333; Shift: 4; Result: "Üfá3"
"ffFW3BYSgOVq WJKv", Hash=83.3529; Shift: 11; Result: "332∫ô ö;z≤ã∫RZ≥"
"HuJ", Hash=87.6667; Replacements: 19 (P-P A-V F-S r-w d-L z-v Y-r 4-j R-U I-7 v-g C-E G-d T-a g-5 l-o 3-J a-n V-1); Result: "HuJ"
"Udu", Hash=100.667; Replacements: 3 (y-z D-o q-d); Result: "Udu"
"eM5QeRiHBIFQdkERHJx7", Hash=82.05; Replacements: 0 (); Result: [101 77 53 81 101 82 105 72 66 73 70 81 100 107 69 82 72 74 120 55]
"Z FkModQfMt3fX", Hash=86; Replacements: 3 (Y-247 g-222 H-25); Result: [90 32 70 107 77 111 100 81 102 77 116 51 102 88]
"Kayfz4cwKweWFXj89UW", Hash=90.4211; Shift: 1; Result: "ñ¬ÚÃÙh∆ÓñÓ Æå∞‘pr™Æ"
"SmnqR", Hash=99.4; Shift: 4; Result: "5÷Ê%"
"w6Hu7oPyA0feug1RXU", Hash=87.1667; Replacements: 15 (8-G C-p U-0 i-C A-2 l-6 9-9 z-e s-5 2-E 5-F B-U y-Y 4-A Z-w); Result: "w6Hu7oPY20feug1RX0"
"i yZbU", Hash=88.5; Replacements: 12 (1-203 B-208 G-240 i-97  -121 g-192 s-169 C-233 l-137 A-129 h-179 y-3); Result: [97 121 3 90 98 85]
"mM", Hash=93; Replacements: 5 (0-247 f-51 A-34 L-236 O-102); Result: [109 77]
"GlLlTToxx0", Hash=93; Replacements: 6 (z-200 3-111 l-174 p-50 X-39 b-29); Result: [71 174 76 174 84 84 111 120 120 48]
"IqqIVO2bXV3IYM", Hash=82.0714; Shift: 20; Result: "îîeÙ#&Öe3îï‘"
"znU", Hash=105.667; Replacements: 15 (7-3  -239 Q-204 I-216 0-2 N-84 c-23 3-29 5-83 h-176 t-6 v-167 O-109 2-173 z-44); Result: [44 110 85]
"TJnGitWmqH", Hash=94.1; Shift: 5; Result: "äIÕË-éÍ≠.	"
"BhdVylM8qK5Wl", Hash=88.7692; Replacements: 10 (C-i Q-k T-1 n-T E-m z-G s-V h-O 9-e 7-5); Result: "BOdVylM8qK5Wl"
"Q0Sdfj52HIAgxxHInwU", Hash=86.0526; Shift: 9; Result: "¢`¶»Ã‘jdêíÇŒêí‹Ó™"
"Oe7pjOX1WBpyN2s", Hash=86.5333; Shift: 10; Result: "=ï‹¡©=aƒ]	¡Â9»Õ"
"OzeXmX5AVT", Hash=87.5; Replacements: 0 (); Result: [79 122 101 88 109 88 53 65 86 84]
"fbo5PXfuMz4Hn", Hash=91.0769; Replacements: 12 (2-n w-j F-s T-a j-4 z-Z Y-9 N-u s-B X-V e-0 J-1); Result: "fbo5PVfuMZ4Hn"
"UTwZ", Hash=94.5; Replacements: 5 (F-75 H-145 c-246 E-91 t-174); Result: [85 84 119 90]
"VYx82ruV3Q0ZaaxUR", Hash=86.4118; Replacements: 2 ( -26 5-246); Result: [86 89 120 56 50 114 117 86 51 81 48 90 97 97 120 85 82]
"ul", Hash=112.5; Replacements: 0 (); Result: "ul"
"eJ0zBs2xEvOSUvm", Hash=90.4667; Shift: 5; Result: "¨IOHnF®ŒÈj™Œ≠"
"ogue3Xo0eBf", Hash=90.8182; Replacements: 3 (l-165 H-111 O-159); Result: [111 103 117 101 51 88 111 48 101 66 102]
"nyYCwOPRPKMr9x", Hash=90.7143; Replacements: 17 (l-166 M-241 W-100 1-79 c-183 q-248 G-5 b-198 A-142 2-231 O-75 t-64 7-246 J-51 z-239 Y-201 d-165); Result: [110 121 201 67 119 75 80 82 80 75 241 114 57 120]
"uJjF5z4pxooRgB", Hash=92.7857; Replacements: 10 (9-w O-m M-2 X-x 0-r 8-u G-Q x-W 3-U w-Z); Result: "uJjF5z4pWooRgB"
"orJDPIW6op5crw4lf9", Hash=88.2222; Shift: 9; Result: "ﬁ‰îà†íÆlﬁ‡j∆‰ÓhÿÃr"
"pKwKn0Cp", Hash=89.75; Replacements: 19 (d-d L-r 9-G 3-c h-I I-O e-b Y-o 8-Z Z-2 H-g 0-m q-7 2-E S-0 1-W c-F  -  g-y); Result: "pKwKnmCp"
"bURSlg", Hash=93.1667; Replacements: 15 (i-91 v-14 9-93 l-232 8-137 0-54 d-161 o-250 c-47 q-104 P-12 5-148 e-202 C-1 T-88); Result: [98 85 82 83 232 103]
"FeWdv", Hash=95.2; Replacements: 5 (y-l f-3 P-0 J-2 n-f); Result: "FeWdv"
"vmbQGhvgSUx", Hash=99.0909; Replacements: 19 (T-o P-f o-k q-0 u-H d-w l-U v-M p-A 9-O a-g m-p Z-6 b-K F-2 S-Q s-j y-I e-7); Result: "MpKQGhMgQUx"
"ZGYIjLIpZ", Hash=86.6667; Replacements: 7 (E-K T-r q-d s-y j-V h-H N-a); Result: "ZGYIVLIpZ"
"d51OEEqvUKmK", Hash=82.8333; Shift: 8; Result: "d51OEEqvUKmK"
"Kjxpym2IBK67iMYnJ", Hash=86.5294; Replacements: 6 (T-U I-q 9-d w-l 4-S H-5); Result: "Kjxpym2qBK67iMYnJ"
"iGHAt", Hash=85.8; Replacements: 10 (h-I 3-A v-3 I-r o-q V-N c-9 K-6 H-v 1-Z); Result: "iGvAt"
"CqmqoDppMJ", Hash=95.6; Shift: 0; Result: "CqmqoDppMJ"
"a1GqoQK8NfRQEHI4dRx", Hash=82.3158; Replacements: 15 (J-G e-B R-7 r-h P-e 6-2 E-a j-u x-Q A-3 O-Z s-k g-w w-X q-K); Result: "a1GKoQK8Nf7QaHI4d7Q"
"Dq6tMd6pe", Hash=88.3333; Shift: 11; Result: ""ã±£j#±É+"
"bZUfMPyK", Hash=91; Replacements: 12 (r-95 y-178 4-56 Y-182 x-41 A-221 c-51 C-3 u-142 l-173 Z-43 E-251); Result: [98 43 85 102 77 80 178 75]
"0Vp", Hash=82; Shift: 18; Result: "¿Y¡"
"UdaBtlQmtJKeb", Hash=94.3077; Replacements: 4 (1-80 j-44 I-153 G-144); Result: [85 100 97 66 116 108 81 109 116 74 75 101 98]
"6bx9BUsc c", Hash=82.5; Shift: 13; Result: "∆L'H™nll"
"8w0Idl0hgmxnVzjaGA03", Hash=87.2; Shift: 16; Result: "8w0Idl0hgmxnVzjaGA03"
"DD97FhG0mtckeYv", Hash=85.3333; Replacements: 16 (H-139 9-121 R-105 o-42 B-239 b-143 5-185 D-174 7-194 M-99 j-225 Z-68 e-63 J-86 2-228 6-79); Result: [174 174 121 194 70 104 71 48 109 116 99 107 63 89 118]
"R", Hash=82; Replacements: 9 (m-149 A-189 F-113 v-45 I-151 P-48 f-173 b-190 d-1); Result: [82]
"NpH7RgwfHHg", Hash=88.1818; Replacements: 10 (b-m f-8 3-P l-j G-3 I-z W-R R-c o-G 1-t); Result: "NpH7cgw8HHg"
"VsenrWO38hlaeFRjJS6W", Hash=88.25; Replacements: 13 (D-240 Z-88 o-208 F-170 9-196 h-73 2-48 Q-232 7-101 R-120 1-69 a-107 B-129); Result: [86 115 101 110 114 87 79 51 56 73 108 107 101 170 120 106 74 83 54 87]
"RDCHYTBTLp HyfZZd", Hash=82.7647; Replacements: 14 (V-191 0-171 x-79 H-27 4-74 c-56 R-14 K-249 g-205 W-159 b-35 2-107 I-116 i-235); Result: [14 68 67 27 89 84 66 84 76 112 32 27 121 102 90 90 100]
"OyOuldoRglxjF7ysL2IU", Hash=93.95; Replacements: 5 (l-123 A-58 Z-10 o-187 v-23); Result: [79 121 79 117 123 100 187 82 103 123 120 106 70 55 121 115 76 50 73 85]
"NJRBmw", Hash=88; Replacements: 15 (f-50 y-140 3-202 F-24 Z-88 U-111 h-184 i-2 I-67 v-136 T-186 t-47 o-124 k-43 M-120); Result: [78 74 82 66 109 119]
"St1veBCqFm7q8f", Hash=87; Replacements: 7 (U-O O-D q-9 j-T n-Y T-W x-y); Result: "St1veBC9Fm798f"
"lkMkiQuC qAe", Hash=90; Replacements: 16 (C-l 7-o N-1 8-R J-9 l-7 Z-w  -r 6-K a-i T-Q 5-J S-L L-q y-p n- ); Result: "7kMkiQulrqAe"
"hZbb", Hash=97.5; Replacements: 5 (W-248  -95 q-144 6-72 5-191); Result: [104 90 98 98]
"eh6mXv1Qw", Hash=91.4444; Replacements: 0 (); Result: "eh6mXv1Qw"
"zfFQTyfgOdXPlcajTTP", Hash=94.2105; Shift: 6; Result: "ûôëT^ôŸ”ÿXö"
"bvktOvXdWouS7 C5WCG7", Hash=85.45; Replacements: 7 (Q-31 k-92 e-126 9-222 T-64 4-29 f-190); Result: [98 118 92 116 79 118 88 100 87 111 117 83 55 32 67 53 87 67 71 55]
"nOF", Hash=86.3333; Shift: 5; Result: "ÕÈ»"
"Wv1", Hash=84.6667; Replacements: 1 (e-69); Result: [87 118 49]
"Mosz1LTWVvV00QoaT", Hash=87.0588; Replacements: 6 (E-5 a-G e-z j-O C-f 7-v); Result: "Mosz1LTWVvV00QoGT"
"ACly6", Hash=83; Shift: 7; Result: "†°6º"
"yE7N1yeSIzt8gR43F", Hash=82.4706; Replacements: 4 (R-26 v-130 S-150 E-49); Result: [121 49 55 78 49 121 101 150 73 122 116 56 103 26 52 51 70]
"wBrWX0OHkO9e", Hash=84.75; Shift: 15; Result: "ª!9´,ß$µßú≤"
"my706mfc410bhi", Hash=82.3571; Shift: 18; Result: "µÂ‹¿ÿµôç–ƒ¿â°•"
"RuwTr7YL", Hash=92; Shift: 2; Result: "I’›Q…‹e1"
"gc3R7vlfIBZl7YeP8d", Hash=85.3333; Replacements: 5 (V-K R-F 7-o r-V B-0); Result: "gc3FovlfI0ZloYeP8d"
"wWz45fr0WRD8yZmNjPhE", Hash=87.35; Replacements: 18 (7-7 n-U 8-O 3-x a-N 6-8 E-B P-e Y-Z 4-l K-y G-j L-C f-q F-i  -9 d-  J-d); Result: "wWzl5qr0WRDOyZmNjehB"
"Nnd", Hash=96; Replacements: 4 (5-G L-X 0-y 6-N); Result: "Nnd"
"iKHegx5CDB", Hash=83; Shift: 0; Result: "iKHegx5CDB"
"vJL5xfqcbzrSN7LGca2h", Hash=90.1; Shift: 11; Result: "≥Rb©√3ã”ìörπb:ëC"
"JV7kTQiMM", Hash=82.8889; Replacements: 16 (3-I j-t z-i I-r L-Q H-9 S-l r-K l-W T-H 1-D C-x W-5 K-Z E-R 7-F); Result: "JVFkHQiMM"
"UnaLWz8o22TDt", Hash=85.5385; Replacements: 5 (Z-U G-q l-w X-B m-o); Result: "UnaLWz8o22TDt"
"yHv05p4yhKw", Hash=90.4545; Replacements: 8 (5-k B-f 8-u R-9 C-6 U-z h-P P-4); Result: "yHv0kp4yPKw"
"BWUXoQsM4rtJ7CU", Hash=84.8667; Shift: 20; Result: "$uUÖˆ7‘C'G§s4U"
"Y5baebF2k", Hash=84.7778; Shift: 14; Result: "VMòXYòëå⁄"
"CD1wUq", Hash=83.5; Replacements: 3 (7-7 z-U F-K); Result: "CD1wUq"
" 5uqLjl3r", Hash=85.5556; Shift: 17; Result: "@jÍ‚ò‘ÿf‰"
"JfJpcBRjPmmY4uQJmCiw", Hash=91.3; Shift: 18; Result: ")ô)¡ç	I©Aµµe–’E)µ•›"
"hXVdgos", Hash=101; Shift: 18; Result: "°aYëùΩÕ"
"ChWmwyaxF7cdjWjg", Hash=96.875; Replacements: 14 (K-G 2-8 m-L w-Z D-U N-r G-0 3-u U-l B-b v-V M-p g-t  -i); Result: "ChWLZyaxF7cdjWjt"
"kNwu82GoIe", Hash=88.3; Replacements: 16 (7-P 9-t K-I k-i R-v P-p 1-N v-O q-W E-y w-R C-4  -L x-u X-A l-1); Result: "iNRu82GoIe"
"nFF5Apn6JcYqioA2", Hash=84.375; Replacements: 13 (h-239 z-123 G-161 e-13 u-174 Z-138 H-73 F-56 D-86 S-231 p-203 f-234 t-61); Result: [110 56 56 53 65 203 110 54 74 99 89 113 105 111 65 50]
"3jImYzwu", Hash=98.25; Replacements: 11 (7-8 l-z J-g Q-a 0-p d-h b-e 6-4 x-u T-D U-i); Result: "3jImYzwu"
"h2p0Tklqql", Hash=94.7; Replacements: 13 (f-S x-L k-R Z-B v-c g-j c-C r-T l-r u-Q X-5 j-A C-i); Result: "h2p0TRrqqr"
"OkhxsgkZqmLU62qAm", Hash=94.0588; Replacements: 2 (F-121 r-220); Result: [79 107 104 120 115 103 107 90 113 109 76 85 54 50 113 65 109]
"RgNnD7", Hash=82.6667; Replacements: 3 (f-b A-X L-h); Result: "RgNnD7"
"Xlzh", Hash=105.5; Replacements: 14 (4-238 W-91 l-218 v-125  -6 I-237 F-228 C-22 2-196 D-99 d-226 w-137 E-159 t-90); Result: [88 218 122 104]
"zxjkjt0", Hash=103.571; Replacements: 16 (2-O I-o C-a 9-5 F-w  -M R-E e-1 O-3 U-v w-Y M-d 3-K z-A P-J l-g); Result: "Axjkjt0"
"Gz6SvjcoObT", Hash=93.1818; Replacements: 11 (t-82 E-58 X-59 1-119 h-130 M-195 G-106 V-125 b-51 p-185 3-123); Result: [106 122 54 83 118 106 99 111 79 51 84]
"COku5jo", Hash=91.4286; Replacements: 13 (C-r f-c K-o s-x 2-R g-s t-W 7-p H-z p-L 1-G u-O o-d); Result: "rOkO5jd"
"5EvSpuZfLVlSvwvq9", Hash=95.4118; Shift: 20; Result: "STg5W•fƒe∆5gwgì"
"hJyuSWebmst", Hash=102.273; Replacements: 3 (U-9 V-168 w-88); Result: [104 74 121 117 83 87 101 98 109 115 116]
"m", Hash=109; Shift: 20; Result: "÷"
"bVmXafKKG hvhp1Lxf", Hash=89.8889; Shift: 11; Result: "≤k¬3ZZ:C≥CÉâb√3"
"412ooyjsvzfvkDLgk", Hash=96.2353; Replacements: 18 (s-z 4-T Q-0 r-k j-Q i-1 h-y t-m E-G M-O 1-q v-n c-x O-K A-f F-V H-e T-H); Result: "Tq2ooyQznzfnkDLgk"
"Vsvb", Hash=104.25; Shift: 10; Result: "YÕŸâ"
"KpPe9udO8gREmOpmAOO8", Hash=85.95; Replacements: 8 (l-235 I-130 F-11 c-244 3-3 n-191 9-74 p-14); Result: [75 14 80 101 74 117 100 79 56 103 82 69 109 79 14 109 65 79 79 56]
"eMhM74LUbZSRvf5SdmB", Hash=84.7895; Replacements: 10 (Y-4 z-p W-n O-U c-b 4-N 6-l b-Q U-k 1-h); Result: "eMhM7NLkQZSRvf5SdmB"
"ydoI3kjf7vZ89b4Zzo", Hash=90; Shift: 4; Result: "óFˆî3∂¶fsg•Éì&C•ßˆ"
"XVb5SNEVAOhBiYKhnV", Hash=84.6667; Replacements: 17 (L-54 B-210 U-182 E-199 T-168 a-236 R-140 A-227 O-2 D-176 y-112 7-131 F-195 d-89 4-213 o-114 Z-190); Result: [88 86 98 53 83 78 199 86 227 2 104 210 105 89 75 104 110 86]
"sbtTvegJySx6x", Hash=100.538; Replacements: 19 ( -a A-N M-P W-W G-H 0-q E-X b-S x-E u-G Q-  j-u p-4 m-e D-k T-y y-I 3-g o-s); Result: "sStyvegJISE6E"
"y6", Hash=87.5; Replacements: 1 (D-4); Result: "y6"
"wD0q", Hash=87; Shift: 0; Result: "wD0q"
"qqeKzmfz6lXN4rpr3", Hash=95.7647; Shift: 2; Result: "≈≈ï-ÈµôÈÿ±a9–…¡…Ã"
"BSWBfYQ", Hash=82; Shift: 10; Result: "	M]	ôeE"
"WdS3p6JTucXMSj3FMpkL", Hash=85.4; Shift: 9; Result: "Æ»¶f‡lî®Í∆∞ö¶‘fåö‡÷ò"
"IoIS", Hash=85; Shift: 15; Result: "§∑§©"
"Ogfx5Iq", Hash=91.8571; Replacements: 5 (I-137 Q-40 m-47 a-181 1-28); Result: [79 103 102 120 53 137 113]
"T", Hash=84; Replacements: 3 (9-a U-6 O-X); Result: "T"
"eCq2r1VYchVWvDG62", Hash=82.7059; Shift: 14; Result: "Y–\åúLïVÿï’ù—çå"
"tWl2nF", Hash=90.1667; Replacements: 10 (x-154 u-59 M-208 P-212 k-46 z-95 7-108 b-191 j-197 w-229); Result: [116 87 108 50 110 70]
"9tfjjYEP", Hash=90.625; Replacements: 0 (); Result: "9tfjjYEP"
"DlFoMX5PTAfk7", Hash=82.1538; Replacements: 13 (m-236 O-15 0-103 C-107 l-191 V-192 R-253 x-40 o-166 v-14 7-91 c-109 2-188); Result: [68 191 70 166 77 88 53 80 84 65 102 107 91]
"tb9wpa", Hash=99.8333; Shift: 19; Result: "£…ªÉ"
"pp4OMjmOrylxJT1KaAYZ", Hash=90.6; Replacements: 11 (u-9 j-J Z-z o-U v-s J-x c-Y V-B  -m k-e s-p); Result: "pp4OMJmOrylxxT1KaAYz"
"jGEAazFlBvB8", Hash=84.5; Replacements: 9 (m-105 4-63 R-221 H-103  -135 O-114 j-72 u-54 M-213); Result: [72 71 69 65 97 122 70 108 66 118 66 56]
"ry", Hash=117.5; Shift: 11; Result: "ìÀ"
"lVhlrIAS CSJ", Hash=83.0833; Shift: 7; Result: "6+469§†©°©%"
"VLjkzSB", Hash=92.2857; Replacements: 2 (7-f g-N); Result: "VLjkzSB"
"Z RZNCdfClyK7W", Hash=82.4286; Replacements: 7 (I-34 T-47 7-1 O-150 H-113 4-250 d-174); Result: [90 32 82 90 78 67 174 102 67 108 121 75 1 87]
"p8BGWpQ", Hash=83.5714; Replacements: 16 (B-197 5-214 u-201 E-106 G-59 7-108 Y-48 J-218 t-30 e-82 C-71 b-25 1-146 h-155 6-212 4-168); Result: [112 56 197 59 87 112 81]
"8p", Hash=84; Shift: 2; Result: "‡¡"
"bjUzpnw1ZRVq1lgGl2m", Hash=93.1579; Replacements: 20 (S-244 N-78 w-69 2-126 4-239 F-188 9-174 p-74 b-163 D-173 6-48 y-17 s-221 e-56 M-26 K-116 c-89 U-180  -248 f-189); Result: [163 106 180 122 74 110 69 49 90 82 86 113 49 108 103 71 108 126 109]
"F7Pu7iYsf", Hash=87.5556; Replacements: 8 (i-172 h-149 k-169 V-176 x-178 Z-68 w-38 b-145); Result: [70 55 80 117 55 172 89 115 102]
"BvkVmRs5BTM4wIOU6bs", Hash=86.2105; Shift: 11; Result: "≥[≤kíõ©¢j°ªJz™±õ"
"n4R1Ytt", Hash=87.7143; Replacements: 12 (e-232 g-141 n-229 h-166 P-2 t-28 v-13 5-204 C-51 O-206 R-173 Y-170); Result: [229 52 173 49 170 28 28]
"par3A9gjZDboNEZzS", Hash=89.0588; Shift: 19; Result: "Éìô
…;S“"{r*“”ö"
"GZtN1we3Cnx", Hash=88.3636; Replacements: 1 (V-4); Result: [71 90 116 78 49 119 101 51 67 110 120]
"rJO", Hash=89; Replacements: 3 (6-l H-i i-m); Result: "rJO"
"fQcXaCIeoL", Hash=89.5; Replacements: 20 (I-M l-F 8-n h-d k-S F-j G-0 C-t W-v s-Z i-p 0-B V-o u-H q-r 5-E O-T  -W z-C d-2); Result: "fQcXatMeoL"
"rMwmM", Hash=99.2; Shift: 2; Result: "…5›µ5"
"tGgUAJkAM7ukfd", Hash=88.8571; Replacements: 11 (K-129 f-76 z-86 D-40 B-112 I-212 G-252 8-135 9-115 M-240 a-138); Result: [116 252 103 85 65 74 107 65 240 55 117 107 76 100]
"LhdigBS31l", Hash=84.5; Replacements: 10 (r-j M-e G-W n-h m-i o-K s-p Z-D q-J 2-v); Result: "LhdigBS31l"
"9OwpuXMWzrfNY", Hash=95.4615; Shift: 13; Result: "'ÈÓÆ©ÍONÃ…+"
"J3fHmeVkIY", Hash=86.4; Replacements: 11 (3-50 I-153 8-77 c-149 5-37 D-162 9-114 K-47 4-23 M-90 B-41); Result: [74 50 102 72 109 101 86 107 153 89]
"LeoRRZIWP", Hash=86.8889; Shift: 18; Result: "1ïΩIIi%]A"
"rWFrvGPDuik8i", Hash=93.2308; Replacements: 14 (2-11 v-105 6-124 s-8 U-107 9-212 V-145 Q-20 S-37 Y-25 x-214 d-216 D-139 I-221); Result: [114 87 70 114 105 71 80 139 117 105 107 56 105]
"cWVFWb4", Hash=82.7143; Shift: 3; Result: "∫≤2∫°"
"sYdpWgITlfWsrJCbNH", Hash=93.2222; Replacements: 10 (s-218 c-189 z-159 4-243 5-72 e-114 y-169 i-220 T-250 d-41); Result: [218 89 41 112 87 103 73 250 108 102 87 218 114 74 67 98 78 72]
"bxGvdzUflGI4cY1z0g", Hash=90.5556; Replacements: 17 (Z-61 O-26 4-165 1-113 U-173 K-234 o-123 R-252 V-36 0-89 N-111 w-213 s-206 C-143 8-85 Q-7 Y-197); Result: [98 120 71 118 100 122 173 102 108 71 73 165 99 197 113 122 89 103]
"aAXdRb5WagwYZGXW 6m", Hash=84.6842; Replacements: 11 (B-27 R-189 8-149 S-51 N-64 W-159 Z-223 C-84 h-97 P-42 4-130); Result: [97 65 88 100 189 98 53 159 97 103 119 89 223 71 88 159 32 54 109]
"lpIZG4tZp", Hash=91.5556; Replacements: 6 (n-153 p-76 Z-220 I-237 k-26 N-56); Result: [108 76 237 220 71 52 116 220 76]
"7u", Hash=86; Replacements: 20 (D-n J-b f-I n-4 q-K z-O 9-7 i-E M-y 7-3 T-M Q-6 U-f B-  j-X H-N 5-1 l-s Z-w F-D); Result: "3u"
"Z", Hash=90; Replacements: 14 (o-A  -L m-c j-n K-k X-O w-5 f-v a-r V-8 u-m F-U t-h b-6); Result: "Z"
"YeGuhDLLNhbTSQ", Hash=87.8571; Shift: 20; Result: "ïVtWÜDƒƒ‰Ü&E5"
"NZR3r", Hash=83; Shift: 13; Result: "…KJfN"
"EM04ulwgUjlmX", Hash=91.4615; Replacements: 11 (p-t X-0 a-3 J-p C-H h-D M-w o-Z i-r 6-5 N-F); Result: "Ew04ulwgUjlm0"
"dmD", Hash=92.3333; Shift: 4; Result: "F÷D"
"lw", Hash=113.5; Shift: 12; Result: "∆w"
"Pdid", Hash=96.25; Replacements: 8 (9-b P-z T-Z 2-P X-y d-n 0-I B-t); Result: "znin"
"ZC6fl700qTogfYy4uq", Hash=87.6111; Shift: 17; Result: "¥ÜlÃÿn``‚®ﬁŒÃ≤ÚhÍ‚"
