Container has 1000 elements
1. "sKJt5AkLHhxXNY", Hash=88; Replacements: 2 (N-O B-j); Result: "sKJt5AkLHhxXOY"
"NQHuJokCMWD6N9BvgBe", Hash=83.2632; Shift: 0; Result: "NQHuJokCMWD6N9BvgBe"
"VfLL2rzL2BlDf", Hash=84.3077; Shift: 11; Result: "≤3bbëì”bëc"3"
"QUspsrWW", Hash=99.5; Replacements: 14 (L-V 9-6 S-p 1-9 c-D 2-W A-3 X-X k-P g-R G-i 0-O P-g f-M); Result: "QUspsrWW"
"9YXwnkI7Fyax9sJd7HJ", Hash=87; Replacements: 6 (x-4 n-9 S-  t-V d-2 e-v); Result: "9YXw9kI7Fya49sJ27HJ"
"c2IoXu63XpiuVpCr4hI", Hash=88.0526; Shift: 14; Result: "ÿåR€]çÃZ]ï–úR"
"Qavp1y9b9UTMAh", Hash=86.0714; Replacements: 7 (o-Y n-W F-t V-P T-V N-m x-I); Result: "Qavp1y9b9UVMAh"
" uwEmltxXYuBSW44W9", Hash=87.1111; Replacements: 7 (2-124 S-33 J-112 7-214 P-93 B-202 f-152); Result: [32 117 119 69 109 108 116 120 88 89 117 202 33 87 52 52 87 57]
"FMNiWn lrxkR8rlBtU7D", Hash=87.9; Shift: 17; Result: "åöú“Æ‹@ÿ‰÷§p‰ÿÑË™nà"
"MojAuNEqhaP74I", Hash=85.5; Replacements: 17 (F-249 4-183 z-88 3-193 i-187 e-24 T-49 B-50 R-26 d-224 n-98 b-22 A-106 U-122 K-203 9-53 1-82); Result: [77 111 106 106 117 78 69 113 104 97 80 55 183 73]
"z zpZ9RdD7yX2LfIIg1", Hash=82.8947; Replacements: 7 (M-219 y-209 8-3 0-91 J-188 t-116 P-236); Result: [122 32 122 112 90 57 82 100 68 55 209 88 50 76 102 73 73 103 49]
"OcoLT", Hash=89.8; Replacements: 16 (U-237 O-25 M-150 s-218 F-206 S-155 k-164 E-211 6-180 0-79 I-4 T-56 1-171 d-95 l-226 r-227); Result: [25 99 111 76 56]
"JpCnP2VJBizuv58JI8", Hash=82.9444; Replacements: 10 (t-96 Q-87 u-79 0-62 y-224 n-251  -56 K-86 Z-209 P-124); Result: [74 112 67 251 124 50 86 74 66 105 122 79 118 53 56 74 73 56]
"wLL", Hash=90.3333; Replacements: 16 (c-83 D-175 m-24 1-105  -182 Z-30 Q-228 x-13 N-210 g-118 R-208 0-157 Y-137 z-240 8-205 r-138); Result: [119 76 76]
"WjdFgE9ivP5W", Hash=86.25; Replacements: 4 (7-G E-2 O-H P-1); Result: "WjdFg29iv15W"
"mmk4oc", Hash=97.8333; Replacements: 10 (D-99 m-175 V-201 O-152 3-105 j-162 t-199 T-110 f-231 P-163); Result: [175 175 107 52 111 99]
"psM", Hash=101.333; Shift: 9; Result: "‡Êö"
"W", Hash=87; Shift: 19; Result: "∫"
"DFBXQFlFQciyr", Hash=87.7692; Shift: 1; Result: "àåÑ∞¢åÿå¢∆“Ú‰"
"IPRx", Hash=88.75; Replacements: 18 (y-239 P-33 M-140 O-255 b-115 6-155 0-247 I-36 e-157 N-220 5-185 U-188 t-229 d-98 8-118 S-206 n-127 a-134); Result: [36 33 82 120]
"Jb1rV0CikSSgL cY to", Hash=82.7368; Shift: 8; Result: "Jb1rV0CikSSgL cY to"
"Z", Hash=90; Replacements: 9 (f-A s-f 7-8 i-7 A-u N-H B-l a-L 0-J); Result: "Z"
"bTNZsVYI", Hash=89.125; Shift: 15; Result: "1*'-π+¨§"
"fwN9ey5Nhg0tePMi0", Hash=87.7059; Replacements: 15 (y-9 d-169 R-95 c-242 B-7 G-175 5-240 O-72 w-252 Q-2 3-163 0-86 P-30 t-90 a-214); Result: [102 252 78 57 101 9 240 78 104 103 86 90 101 30 77 105 86]
"kQ7EUmFVrknO5jli5y", Hash=89.8889; Shift: 7; Result: "µ®õ¢™∂#+9µ7ßö56¥öº"
"eH2ByEMk4lvIMrB", Hash=84.7333; Shift: 16; Result: "eH2ByEMk4lvIMrB"
"oglnKNp0dL", Hash=92.1; Replacements: 3 (L-t s-8 h-P); Result: "oglnKNp0dt"
"XpAnuzR2r", Hash=95.5556; Replacements: 0 (); Result: "XpAnuzR2r"
"Jpt", Hash=100.667; Replacements: 8 (M-J 2-4 D-B f-y S-N 1-5 t-x 7-K); Result: "Jpx"
"62uX2kJb9cOIr8DhQv", Hash=82.6111; Replacements: 15 (f-s n-C B-p b-c v-j d-R 7-N i-Q a-6 P-K Z-8 q-F r-G T-B K-d); Result: "62uX2kJc9cOIG8DhQj"
"VlTE", Hash=86.75; Replacements: 16 (h-94 r-215 Q-192 Y-2 v-237 j-167 I-200 p-134 y-49 i-54 F-240 S-222 e-155 W-228 X-75 H-95); Result: [86 108 84 69]
"MVtXMgPN0oYl", Hash=88.4167; Replacements: 2 (w-90 Q-246); Result: [77 86 116 88 77 103 80 78 48 111 89 108]
"wNq", Hash=103.333; Replacements: 10 (a-a R-R G-v o-O C-1 q-7 n-w s-P U-p B-W); Result: "wN7"
"QTLwpgY3khyS", Hash=94.1667; Replacements: 4 (R-179 a-106 7-180 t-42); Result: [81 84 76 119 112 103 89 51 107 104 121 83]
"rmQ", Hash=101.333; Replacements: 8 (T-117 i-129 O-246 4-120 8-45 5-21 q-153 g-20); Result: [114 109 81]
"ryT", Hash=106.333; Replacements: 14 (q-76 E-169 y-104 V-126 f-1 s-93 N-32 e-147 l-194 m-95 M-10 2-101 S-143 5-210); Result: [114 104 84]
"m0EoiyazDnwQ", Hash=96.6667; Replacements: 9 (w-115 3-161 r-84 P-188 a-158 W-162 u-79 j-214 F-201); Result: [109 48 69 111 105 121 158 122 68 110 115 81]
"rfKb", Hash=97.25; Replacements: 8 (U-53 u-8 S-189 O-156 c-110 d-106 N-29 E-69); Result: [114 102 75 98]
"OpkuNXmloKhsxc", Hash=101.571; Replacements: 1 (3-127); Result: [79 112 107 117 78 88 109 108 111 75 104 115 120 99]
"SCnRN3uheJl7c3OwGPi", Hash=86; Shift: 20; Result: "54Ê%‰3WÜV§∆s63Ùwtñ"
"UMHW4DhtzhX8lh9", Hash=86.6667; Replacements: 20 (z-73 3-244 j-39 p-41 Y-214 m-167 D-29 E-211 y-37 K-7 R-84 C-241 n-158 W-121 A-242 5-193 O-87 i-163 o-247 w-89); Result: [85 77 72 121 52 29 104 116 73 104 88 56 108 104 57]
"NUOY6x", Hash=84.1667; Replacements: 4 (F-39 C-166 J-98 U-10); Result: [78 10 79 89 54 120]
"ZJPiBfmBjtVEOd", Hash=89.1429; Shift: 9; Result: "¥î†“ÑÃ⁄Ñ‘Ë¨äû»"
"4WLkxvlqYqO6MC", Hash=90; Replacements: 1 (i-S); Result: "4WLkxvlqYqO6MC"
"biOQxUYC0GWytr0gBbcg", Hash=89.9; Shift: 19; Result: "Kzä√™ Å:∫À£ìÅ;;"
"jryHryMDZOl Zm", Hash=92.9286; Replacements: 2 (G-e I-s); Result: "jryHryMDZOl Zm"
"ZJe", Hash=88.3333; Replacements: 5 (j-100 Y-75 o-236 n-144 X-199); Result: [90 74 101]
"ZfwllGHDhg jh7jzC6o", Hash=89.5789; Replacements: 5 (C-0 N-9 t-J X-1 S-u); Result: "ZfwllGHDhg jh7jz06o"
"cEHTTQHfKkAysIA7Mn8m", Hash=84.55; Replacements: 15 (y-w Z-o m-x U-u P-9 8-e B-G V-a G-2 a-7 S-b X-g u-z l-4 p-R); Result: "cEHTTQHfKkAwsIA7Mnex"
"Izovml", Hash=106.833; Shift: 5; Result: ")OÌŒ≠ç"
"o3ZXvYrMv91XmAWim1Od", Hash=87.65; Replacements: 3 (8-60 h-19 b-128); Result: [111 51 90 88 118 89 114 77 118 57 49 88 109 65 87 105 109 49 79 100]
"idmBkHBq", Hash=92.25; Replacements: 14 (y-K G-c E-I L-2 z-U K-y 9-Q q-u 2-d T-w m-N 1-x Q-D D-G); Result: "idNBkHBu"
"x3daaaYr", Hash=95.625; Replacements: 11 (W-  Z-I j-s p-v y-O 7-Q L-8 c-T u-a f-V A-7); Result: "x3daaaYr"
"t8RGR2ceJ4BfIzv", Hash=84.2667; Shift: 8; Result: "t8RGR2ceJ4BfIzv"
"YIdejy", Hash=98.3333; Shift: 9; Result: "≤í» ‘Ú"
"CGukY", Hash=90.2; Shift: 17; Result: "ÜéÍ÷≤"
"qciJDASHhL3", Hash=82.7273; Replacements: 9 (T-255 H-28 I-55 Q-137 v-143 n-218 m-35 Z-115 V-94); Result: [113 99 105 74 68 65 83 28 104 76 51]
"iDljuXNaU29Q", Hash=86.6667; Replacements: 5 (D-231 1-92 M-89 Y-165 U-172); Result: [105 231 108 106 117 88 78 97 172 50 57 81]
"fugElZNNekFXR nhL", Hash=89.1176; Replacements: 9 (b-139 j-183 y-203 i-201 R-22 v-191 6-225 z-75 D-232); Result: [102 117 103 69 108 90 78 78 101 107 70 88 22 32 110 104 76]
"fcx8NPY1cV", Hash=85.8; Replacements: 17 (9-w X-a G-Y 2-D 5-A E-o q-K t-3 1-4 u-Q  -V K-m 3-Z l-8 J-p d-e B-u); Result: "fcx8NPY4cV"
"eB7fbxPZ", Hash=89; Shift: 0; Result: "eB7fbxPZ"
"S eJIIZ0Sfnzlif5XU", Hash=85.1111; Replacements: 1 (V-6); Result: "S eJIIZ0Sfnzlif5XU"
"dtxA5fLo6ZXCtgTbx", Hash=91.9412; Shift: 5; Result: "åé(¶ÃâÌ∆KhéÏäL"
"IYix4yzxk", Hash=101; Replacements: 18 (9-a 1-X Y-n A-Z f-x k-g W-R j-2 H-f  -d E-8 I-A 0-k 6-V T-7 y-p 8-e t-j); Result: "Anix4pzxg"
"t7cXsGEGAL", Hash=82.5; Shift: 12; Result: "Gs6Ö7tTtƒ"
"qA", Hash=89; Replacements: 3 (P-E Y-x o-Y); Result: "qA"
"HtWSxlo9PA", Hash=89.9; Shift: 3; Result: "B£∫ö√c{…Ç
"
"BgdUaHP", Hash=86.1429; Replacements: 9 (Q-9 C-A H-P t-u n-Q o-p y-c s-6 u-U); Result: "BgdUaPP"
"mQhLjHbKY0g0v mY", Hash=84.8125; Replacements: 19 (X-k 8-Y 2-p 6-R M-S O-H c-B W-F Y-L N-O v-X Z-s g-o B-a d-5 5-g V-Q 9-4 K-C); Result: "mQhLjHbCL0o0X mL"
"jhKV", Hash=92.75; Shift: 14; Result: "ö“ï"
"XrBPLWnuBCV15Jbi", Hash=83.5; Shift: 13; Result: "NH
âÍÕÆHh &¶IL-"
"ZbVjncfv6qIp1eMJZz", Hash=93; Replacements: 5 (E-115 k-69 s-130 f-78 T-181); Result: [90 98 86 106 110 99 78 118 54 113 73 112 49 101 77 74 90 122]
"SmFZjHuft7Tt8STd", Hash=90.1875; Shift: 11; Result: "ök2“SB´3£π¢£¡ö¢#"
"hvA8iYXMICGn2ZgMxZV", Hash=86.2632; Replacements: 1 (r-34); Result: [104 118 65 56 105 89 88 77 73 67 71 110 50 90 103 77 120 90 86]
"4dzlgOn", Hash=96.2857; Shift: 12; Result: "CFß∆vÙÊ"
"hlLojcyES SqZg", Hash=92.7143; Replacements: 13 (8-i L-G t-w s-E q-V F-j P-I 1-S k-g w-r 6-4 U-e g-a); Result: "hlGojcyES SVZa"
"6AngXfKu", Hash=89.25; Replacements: 4 (q-S a-a B-2 I-g); Result: "6AngXfKu"
"nfcZCcn Xs", Hash=91.2; Shift: 4; Result: "Êf6•46ÊÖ7"
"u80n", Hash=82.75; Replacements: 0 (); Result: [117 56 48 110]
"4vHeHx", Hash=89.1667; Replacements: 17 ( -9 m-M z-N n-j s-b I-r 8-F t-f y-B P-Y 3-  6-o a-W 1-q K-p E-A u-k); Result: "4vHeHx"
"rilyW8QHd", Hash=93.7778; Replacements: 19 ( -z Y-h W-A A-W N-4 d-6 a-N T-0 n-b 3-B 2-5 E-E x-g i-I v-U 9-T u-2 5-8 G-R); Result: "rIlyA8QH6"
"3fPIcjNvjvt0u0rHg", Hash=91.1176; Replacements: 17 (w-120 X-88 s-56 I-44 O-101 j-189 r-237 Y-233 e-177 A-60 y-223 T-29 E-250 P-100 Z-194 Q-179 1-225); Result: [51 102 100 44 99 189 78 118 189 118 116 48 117 48 237 72 103]
"H1PbghiKe8BKvx2q0Ko ", Hash=82.55; Replacements: 14 (M-36 d-219 1-63 c-68 t-248 4-174 3-247 s-92 w-241 F-249 g-161 b-112 S-239 x-147); Result: [72 63 80 112 161 104 105 75 101 56 66 75 118 147 50 113 48 75 111 32]
"BiR1FUkgjwmZCgwYv0", Hash=90.8333; Replacements: 1 (a-138); Result: [66 105 82 49 70 85 107 103 106 119 109 90 67 103 119 89 118 48]
"GteDVbmNsBV", Hash=90.3636; Shift: 0; Result: "GteDVbmNsBV"
"4XmuMeZCb W", Hash=83.4545; Shift: 17; Result: "h∞⁄Íö ¥Üƒ@Æ"
"hJUOvIm", Hash=91.7143; Replacements: 12 (V-39 q-220 y-103 u-170 4-59 j-26 h-27 p-143 C-56 9-173 R-161 0-106); Result: [27 74 85 79 118 73 109]
"jcBWm19w7QEdWtYDHxuz", Hash=89.4; Replacements: 2 (Q-V E-h); Result: "jcBWm19w7VhdWtYDHxuz"
"1Cqkyzm", Hash=98.2857; Replacements: 7 (Q-34 8-75 W-144 D-209 w-241 e-92 v-186); Result: [49 67 113 107 121 122 109]
"IKCoxC", Hash=85.5; Replacements: 3 (K-198 W-169 Z-238); Result: [73 198 67 111 120 67]
"HovYD", Hash=91.6; Replacements: 12 (e-Z l-4 x-S C-L P-R o-D X-N a-K p-z Q-I Z-m V-k); Result: "HDvYD"
"k4rFEkJunf F", Hash=85.3333; Shift: 17; Result: "÷h‰åä÷îÍ‹Ã@å"
"K8vcC7EaVJjx", Hash=85.1667; Shift: 7; Result: "•;±°õ¢∞+%5<"
"wre2OEotMUwiT", Hash=94.5385; Replacements: 9 (g-5 O-t K-3 u-0 m-q U-8 r-M b-v R-P); Result: "wMe2tEotM8wiT"
"v8hrK cf 2pxkwzcq", Hash=92.5882; Shift: 15; Result: ";49•±38<µª=±∏"
"IMS81rrY63PPSyOwUFNz", Hash=83.85; Replacements: 13 (v-50 J-198 A-38 8-140 P-1 U-159  -70 j-12 C-144 I-87 N-64 f-205 y-242); Result: [87 77 83 140 49 114 114 89 54 51 1 1 83 242 79 119 159 70 64 122]
"aPJ", Hash=83.6667; Replacements: 15 (J-97 C-251 Q-76 A-131 h-158 Y-94 e-161 k-213 U-50 P-45 g-155 3-38 X-141 x-193 q-67); Result: [97 45 97]
"4hxJWUrTzL", Hash=91.8; Shift: 8; Result: "4hxJWUrTzL"
"QWRwcYXcIFXmWFLl", Hash=89.0625; Replacements: 5 (q-L M-A a-d k-N Z-3); Result: "QWRwcYXcIFXmWFLl"
"eHbQGTHbPJVgdEZP7g8", Hash=82.7895; Shift: 3; Result: "+Bä:¢BÇR≤;#*“Çπ;¡"
"vkhPDKwdGP", Hash=92.2; Replacements: 14 (z-C C-M d-t Q-r Y-2 2-o S-5 8-f c-H 1-Q L-8 m-w U-6 M-R); Result: "vkhPDKwtGP"
"gKk2erm8vsRbPPT", Hash=91.4667; Shift: 8; Result: "gKk2erm8vsRbPPT"
"zIFeVRUqZ4oWO", Hash=88.5385; Replacements: 13 (W-A m-j E-b a-O S-T i-B 6-  U-x d-7 R-P T-G C-c c-t); Result: "zIFeVPxqZ4oAO"
"WmVq15 5iYykdhx", Hash=88.5333; Replacements: 16 ( -W 1-c 3-r q-A 9-Y 0-S E-3 V-O t-V o-7 u-p D-U Y-D 8-a O-C J-w); Result: "WmOAc5W5iDykdhx"
"gk5", Hash=87.6667; Replacements: 4 (C-98 x-11 V-111 g-114); Result: [114 107 53]
"Pjn qjN", Hash=89.2857; Replacements: 19 (4-164 7-242 P-249 Y-165 B-202 x-49 R-203 H-36 X-155 w-226 o-186 c-94 t-168 Z-15 j-57 A-103 V-244 z-9 I-11); Result: [249 57 110 32 113 57 78]
"wednYyQX7zM5ygFsn7f", Hash=94.3158; Replacements: 12 (d-103 k-170 z-129 E-100 u-80 U-25  -168 m-122 y-143 1-175 4-142 I-137); Result: [119 101 103 110 89 143 81 88 55 129 77 53 143 103 70 115 110 55 102]
"c8yGPJVRRz", Hash=87.3; Replacements: 1 (w-H); Result: "c8yGPJVRRz"
"jXoxChbwhll1rR63", Hash=92.6875; Replacements: 4 (D-237 Y-28 n-231 v-168); Result: [106 88 111 120 67 104 98 119 104 108 108 49 114 82 54 51]
"wjs9ih", Hash=101; Shift: 1; Result: "Ó‘Êr“–"
"XUcEKRvrdkH5EYd oJ", Hash=85.3889; Replacements: 16 (G-234 g-246 k-79 6-111 8-223 v-52 X-184 J-84 Y-7 a-242 K-87 e-177 l-32 j-228 q-139 A-66); Result: [184 85 99 69 87 82 52 114 100 79 72 53 69 7 100 32 111 84]
"C8vZULXdYs6A", Hash=83.5833; Replacements: 17 (y-5 R-Q m-1 s-z S-W A-D i-H L-c t-d X-h v-3 O-I P-k Z-A d-p F-U K-G); Result: "C83AUchpYz6D"
"2dxIix4zoFhxWTpSi", Hash=95.1765; Replacements: 19 (T-32 P-111 9-149 d-91 U-52 C-176 2-207  -102 W-215 j-255 D-205 u-56 0-220 m-218 B-60 f-191 o-12 K-216 Q-85); Result: [207 91 120 73 105 120 52 122 12 70 104 120 215 32 112 83 105]
"KWvpn", Hash=100.4; Shift: 4; Result: "¥ugÊ"
"yNRm7r", Hash=93.1667; Replacements: 7 (P-77 q-247 Y-114 R-235 6-206 T-140 V-127); Result: [121 78 235 109 55 114]
"p5SvRK uqE", Hash=85.4; Replacements: 2 (j-k I-1); Result: "p5SvRK uqE"
"QC6Sjugx", Hash=91.375; Replacements: 13 (f-40 k-212 A-19 W-91 V-72 i-133 0-14 m-135 g-52 o-190 Z-217 O-161 7-5); Result: [81 67 54 83 106 117 52 120]
"yIG GTTQvmMcwbYvaJj", Hash=90.5789; Replacements: 16 (C-145 m-146 i-56 x-152 I-209 q-131  -81 U-67 M-31 e-148 w-65 A-160 a-92 k-230 j-48 P-69); Result: [121 209 71 81 71 84 84 81 118 146 31 99 65 98 89 118 92 74 48]
"esGrufhrZ5f 3LZS", Hash=88.4375; Replacements: 5 (k-40 j-199 H-194 O-226 I-105); Result: [101 115 71 114 117 102 104 114 90 53 102 32 51 76 90 83]
"cXKo", Hash=93.25; Replacements: 20 (b-149 j-94 H-36 C-117 D-196 K-38 e-113 f-203 k-130 p-95 1-30 I-116 8-222 r-211 n-21 v-8 d-232 t-56 J-52 S-248); Result: [99 88 38 111]
"GBoxun4kzw2zNPiz4g", Hash=94.8333; Shift: 1; Result: "éÑﬁÍ‹h÷ÙÓdÙú†“ÙhŒ"
"faIsig1pd2O2CZ2", Hash=82.8; Shift: 17; Result: "Ã¬íÊ“Œb‡»dûdÜ¥d"
"o", Hash=111; Replacements: 18 (L-53 j-190 w-6 I-70 i-217 t-153 s-73 V-195 A-45 f-66 x-237 9-62 l-210 k-98 y-38 W-194 g-34 G-33); Result: [111]
"FiEgGuvR5DJrlXXHC", Hash=86.2941; Replacements: 9 (x-80 G-165 1-203 8-96 c-242 W-187 y-211 d-204 s-16); Result: [70 105 69 103 165 117 118 82 53 68 74 114 108 88 88 72 67]
"ICoYlPCwC72z", Hash=84; Shift: 0; Result: "ICoYlPCwC72z"
"UpfM4luN", Hash=91.375; Replacements: 18 (8-234 m-134 S-225 A-46 j-87 e-127 V-3 G-160 u-132 O-205 n-242 l-70 Y-24 2-248 r-199 E-121 F-28 T-122); Result: [85 112 102 77 52 70 132 78]
"mKFfHykOiTzi6O", Hash=91.7143; Shift: 19; Result: "kZ23BÀ[zK¢”K±z"
"UR7QdWR xPOkrWYFqpg", Hash=88.3158; Replacements: 14 (W-165 q-90 V-249 j-100 g-61 I-226 P-101 8-183 n-228 z-123 2-207 9-6 m-111 f-180); Result: [85 82 55 81 100 165 82 32 120 101 79 107 114 165 89 70 90 112 61]
"dajJdVjgRyd3", Hash=93.8333; Replacements: 17 (E-4 y-x Y-8 c-o a-K s-p n-d q-0 Q-b C-k j-f 2-N i-L e-M u-I b-O I- ); Result: "dKfJdVfgRxd3"
"m", Hash=109; Shift: 11; Result: "k"
"6f1 FPNq6bcPMYg8tzh", Hash=82.9474; Shift: 2; Result: "ÿôƒÄA9≈ÿâçA5eù‡—È°"
"kBuv7wHpoDq7ZVa", Hash=92.4; Replacements: 20 (C-z q-k t-r 2-6 K-s O-M a-D V-h e-c U-9 7-y g-F 4-L o-X 8-4 l-x w-R M-E D-l x- ); Result: "kBuvyRHpXlkyZhD"
"zcbzVV0ODopb 6", Hash=86.7857; Replacements: 17 (f-127 d-192 u-218 K-197 Q-40 1-173 R-46 y-20 M-254 3-221 m-25 U-202 S-49 J-68 C-142 4-236 k-89); Result: [122 99 98 122 86 86 48 79 68 111 112 98 32 54]
"Ln5P7xhHLbKeUw8", Hash=85.3333; Shift: 12; Result: "ƒÊSsáÜÑƒ&¥VUwÉ"
"Z4FOsLnvnYNJBNQgVG", Hash=85.8889; Replacements: 3 (I-134 a-168 V-199); Result: [90 52 70 79 115 76 110 118 110 89 78 74 66 78 81 103 199 71]
"dUuw SHzm", Hash=93.2222; Replacements: 8 (0-z J-r c-x 6-5 j-j X-u b-a u-N); Result: "dUNw SHzm"
"TqNBhOcUdQ94rM", Hash=84.9286; Replacements: 15 (Q-150 k-235 P-164 L-17 p-112 W-171  -116 K-247 N-219 r-135 n-186 w-231 Z-183 c-126 i-154); Result: [84 113 219 66 104 79 126 85 100 150 57 52 135 77]
"xbnRVWfjDqTdG", Hash=94.3846; Replacements: 6 (2-9 s-N q-M R-H O-8 H-b); Result: "xbnHVWfjDMTdG"
"zSrCvt5GJ9eVmaZpVFCG", Hash=88.2; Replacements: 16 (m-42 R-71 E-27 t-210 U-95 6-127 N-251 v-100 P-108 h-217 W-186  -156 o-145 j-230 K-200 4-47); Result: [122 83 114 67 100 210 53 71 74 57 101 86 42 97 90 112 86 70 67 71]
"2Ptw5", Hash=83.6; Replacements: 2 (6-161 a-195); Result: [50 80 116 119 53]
"yEQkUXOstI  pdqp2x", Hash=89.1667; Replacements: 6 (i-35 W-130 h-21 0-197 6-152 I-180); Result: [121 69 81 107 85 88 79 115 116 180 32 32 112 100 113 112 50 120]
"tYT8JJYbW", Hash=85.2222; Replacements: 17 (H-171 a-35 w-249 S-97 1-172 R-14 5-52 9-46 B-53 Z-60 0-79 e-220 O-158 c-212 k-103 V-7 Y-239); Result: [116 239 84 56 74 74 239 98 87]
"c", Hash=99; Replacements: 9 (j-107 9-203 L-245 x-66 p-120 a-73 k-104 4-122 H-137); Result: [99]
"VryBEqU5nCCF", Hash=85.0833; Replacements: 15 (A-118 p-49 S-223 u-234 N-111 s-143 a-244 X-215 9-224 L-199 n-232 g-95 z-146 v-220 V-86); Result: [86 114 121 66 69 113 85 53 232 67 67 70]
"OtpipBzf83LqPlRt", Hash=93.5; Replacements: 1 (J-j); Result: "OtpipBzf83LqPlRt"
"Fw", Hash=94.5; Shift: 14; Result: "ë›"
"6kuiJd", Hash=92.8333; Replacements: 13 (O-J w-m G-  j-p a-A 8-r B-z k-8 d-F c-D t-c U-h l-Y); Result: "68uiJF"
"h76k2O7NaKLgPyUgu", Hash=84.6471; Shift: 4; Result: "Üsc∂#Ùs‰¥ƒvóUvW"
"ZOS3tjflyssr", Hash=100; Shift: 10; Result: "i=MÃ—©ô±ÂÕÕ…"
"yYfrkonIVUe15wsRE7", Hash=91.1667; Replacements: 0 (); Result: [121 89 102 114 107 111 110 73 86 85 101 49 53 119 115 82 69 55]
"2nXlZ4OM7VhkEnGS", Hash=83.6875; Replacements: 9 (8-78 J-220 3-212 o-240 s-135 R-233 t-99 7-228 w-161); Result: [50 110 88 108 90 52 79 77 228 86 104 107 69 110 71 83]
"hGZNTTHKwnqI", Hash=89.4167; Replacements: 1 (h-5); Result: [5 71 90 78 84 84 72 75 119 110 113 73]
"PTlUf", Hash=91.8; Shift: 15; Result: "(*6™3"
"WR6VewN99fgwwDNsj", Hash=90.0588; Replacements: 1 (N-108); Result: [87 82 54 86 101 119 108 57 57 102 103 119 119 68 108 115 106]
"SjwaRNYAHcJwOEbXXBuA", Hash=87.65; Replacements: 6 (E-i i-S b-  J-O 0-a L-7); Result: "SjwaRNYAHcOwOi XXBuA"
"gP4w3Sid6kr", Hash=88; Shift: 3; Result: ";Ç°ªôöK#±[ì"
"kaUiekFFKwflnCLrM", Hash=93.5294; Shift: 3; Result: "[™K+[22Zª3csbìj"
"83CwSrXxCYT", Hash=85.2727; Replacements: 8 (V-245 x-9 t-19 k-194 X-189 L-215 E-129 Z-31); Result: [56 51 67 119 83 114 189 9 67 89 84]
"kyMCZVteGpqoVARe", Hash=94.125; Replacements: 5 (O-S p-Z Z-9 L-6 B-Q); Result: "kyMC9VteGZqoVARe"
"dMcP RfgNYMkm", Hash=87.3077; Shift: 4; Result: "F‘6%fv‰ï‘∂÷"
"jeufyvg0PieVrN3Mwq", Hash=96.6667; Replacements: 19 (m-U V-y Z-b b-J u-3 A-h n-L g-v 0-F h-V K-A O-s y-Z q-R S-m d-1 9-o 2-8 6-z); Result: "je3fZvvFPieyrN3MwR"
"voc4DeZVA3V", Hash=84.2727; Replacements: 4 (I-156 2-179 a-149 X-240); Result: [118 111 99 52 68 101 90 86 65 51 86]
"aQrLWVDC", Hash=84.5; Shift: 14; Result: "XTú’ï–"
"qbfOUaXvRPzGP22IC", Hash=85.5882; Shift: 7; Result: "∏13ß™∞,;)(=£(§°"
"qiyVjCu", Hash=102.143; Replacements: 2 (1-206 S-185); Result: [113 105 121 86 106 67 117]
"45JUbOGDWqr8cQl", Hash=82.5333; Replacements: 18 (i-59 w-183 V-161 M-155 z-26 a-218 u-107 E-232 X-254 J-152 n-177 y-207 x-69 l-30 f-99 2-17 o-90 S-219); Result: [52 53 152 85 98 79 71 68 87 113 114 56 99 81 30]
"YxKm", Hash=98.25; Replacements: 20 (O-O s-8 U-X e-W Y-g 3-s A-m p-Q L-V c-R P-M D-J J-l S-S g-c W-Z Q-k u-H V-b E-B); Result: "gxKm"
"1fpNCOnjUniOiIUW1", Hash=87.1176; Replacements: 19 (A-X t-K p-N T-M D-n o-g  -s M-L H-E V-q Z-j 8-d S-G l-4 s-t I-b F-a n-w 2-f); Result: "1fNNCOwjUwiOibUW1"
"CCUTV8KNYxvLcv ", Hash=83.3333; Shift: 8; Result: "CCUTV8KNYxvLcv "
"SIaaOGZzAccHEZ", Hash=86.1429; Shift: 3; Result: "öJz:“”
B*“"
"X", Hash=88; Replacements: 0 (); Result: [88]
"LrkxIqQ7TTCz4", Hash=88.3077; Replacements: 0 (); Result: "LrkxIqQ7TTCz4"
"kQD3PviMppi0qH5m", Hash=88.1875; Replacements: 17 (P-4 I-y O-u  -g S-X R-L z-a q-D e-k V-2 9-v Z-l g-A A-n a-F l-p t-j); Result: "kQD34viMppi0DH5m"
"xJeek cUh5C6opybN", Hash=89.2353; Shift: 20; Result: "á§VV∂6UÜS4cˆó&‰"
"OmpwOFF3pyfph9c", Hash=93.0667; Shift: 19; Result: "zkÉªz22ôÉÀ3ÉC…"
"kkHRiv", Hash=98.5; Shift: 11; Result: "[[BíK≥"
"mXouDRvKCjl", Hash=95.3636; Replacements: 7 (L-45 c-182 6-21 F-60 X-127 E-39 s-108); Result: [109 127 111 117 68 82 118 75 67 106 108]
"R9Zf", Hash=82.75; Replacements: 11 (J-L 8-Q Q-x c-t I-W s-2 h-U n-b  -c u-4 C-6); Result: "R9Zf"
"XwfHU", Hash=93.2; Replacements: 14 (9-161 U-28 q-202 c-180 n-98 a-175 S-131 0-190 e-196 G-61 E-181 1-156 Z-134 4-200); Result: [88 119 102 72 28]
"RO5HJKsycrM9efF", Hash=86.0667; Shift: 13; Result: "JÈ¶	Iin/lN©'¨Ã»"
